     0	-0.300741
     1	-0.298429
     2	-0.307557
     3	-0.325898
     4	-0.349259
     5	-0.373399
     6	-0.393814
     7	-0.405324
     8	-0.402419
     9	-0.380026
    10	-0.33474
    11	-0.265519
    12	-0.173864
    13	-0.0631898
    14	0.0618167
    15	0.195673
    16	0.332546
    17	0.466473
    18	0.591814
    19	0.703482
    20	0.79725
    21	0.870061
    22	0.919632
    23	0.944399
    24	0.94356
    25	0.916794
    26	0.863945
    27	0.784967
    28	0.679771
    29	0.54831
    30	0.391129
    31	0.209975
    32	0.00854201
    33	-0.20706
    34	-0.428523
    35	-0.645813
    36	-0.848579
    37	-1.02734
    38	-1.1746
    39	-1.28525
    40	-1.357
    41	-1.3899
    42	-1.38599
    43	-1.34902
    44	-1.28366
    45	-1.19549
    46	-1.0905
    47	-0.974896
    48	-0.854808
    49	-0.735568
    50	-0.620855
    51	-0.51284
    52	-0.412168
    53	-0.318094
    54	-0.229387
    55	-0.144612
    56	-0.0626597
    57	0.0175974
    58	0.097314
    59	0.177291
    60	0.258139
    61	0.340212
    62	0.423629
    63	0.50798
    64	0.592203
    65	0.674514
    66	0.752225
    67	0.821772
    68	0.878737
    69	0.917727
    70	0.933115
    71	0.920079
    72	0.875785
    73	0.800383
    74	0.696978
    75	0.571238
    76	0.43039
    77	0.28209
    78	0.133153
    79	-0.0109998
    80	-0.146633
    81	-0.271489
    82	-0.38478
    83	-0.486398
    84	-0.576745
    85	-0.655903
    86	-0.723749
    87	-0.779614
    88	-0.822371
    89	-0.851111
    90	-0.864863
    91	-0.862566
    92	-0.843496
    93	-0.807633
    94	-0.755944
    95	-0.690252
    96	-0.613305
    97	-0.52813
    98	-0.438033
    99	-0.345946
   100	-0.254161
   101	-0.164268
   102	-0.0770546
   103	0.00751401
   104	0.0901887
   105	0.17163
   106	0.252911
   107	0.334898
   108	0.417885
   109	0.501342
   110	0.583778
   111	0.662859
   112	0.735195
   113	0.796409
   114	0.841479
   115	0.864988
   116	0.862096
   117	0.82913
   118	0.764368
   119	0.668593
   120	0.544658
   121	0.397319
   122	0.232847
   123	0.0584194
   124	-0.119119
   125	-0.293523
   126	-0.459917
   127	-0.614702
   128	-0.755599
   129	-0.881344
   130	-0.991594
   131	-1.08657
   132	-1.16675
   133	-1.23251
   134	-1.28417
   135	-1.32163
   136	-1.34421
   137	-1.35104
   138	-1.34097
   139	-1.31287
   140	-1.26605
   141	-1.20079
   142	-1.11866
   143	-1.02215
   144	-0.915288
   145	-0.803236
   146	-0.690832
   147	-0.582084
   148	-0.479751
   149	-0.395226
   150	-0.308068
   151	-0.227619
   152	-0.1523
   153	-0.0659709
   154	0.00244417
   155	0.0706419
   156	0.14591
   157	0.216499
   158	0.289837
   159	0.365864
   160	0.443731
   161	0.521705
   162	0.597284
   163	0.667293
   164	0.730871
   165	0.780953
   166	0.813759
   167	0.826307
   168	0.816954
   169	0.785528
   170	0.73326
   171	0.651486
   172	0.568228
   173	0.474039
   174	0.372659
   175	0.267175
   176	0.159706
   177	0.0582475
   178	-0.0502013
   179	-0.156898
   180	-0.259878
   181	-0.356276
   182	-0.442417
   183	-0.513852
   184	-0.562381
   185	-0.596485
   186	-0.608117
   187	-0.597442
   188	-0.566289
   189	-0.518009
   190	-0.457065
   191	-0.388549
   192	-0.317748
   193	-0.249524
   194	-0.188075
   195	-0.136563
   196	-0.0965058
   197	-0.0966493
   198	-0.0755763
   199	-0.0479125
   200	-0.0296687
   201	-0.0116793
   202	0.00854022
   203	0.0317605
   204	0.0577786
   205	0.08616
   206	0.116007
   207	0.14631
   208	0.176023
   209	0.204246
   210	0.223328
   211	0.245634
   212	0.265075
   213	0.289619
   214	0.295814
   215	0.295325
   216	0.28714
   217	0.27047
   218	0.244297
   219	0.204602
   220	0.154792
   221	0.0958146
   222	0.0255004
   223	-0.0518592
   224	-0.12492
   225	-0.205526
   226	-0.282583
   227	-0.354337
   228	-0.415356
   229	-0.464437
   230	-0.499928
   231	-0.518063
   232	-0.52065
   233	-0.503672
   234	-0.475988
   235	-0.430022
   236	-0.349913
   237	-0.267404
   238	-0.184422
   239	-0.0840042
   240	0.0139275
   241	0.112002
   242	0.206435
   243	0.293374
   244	0.366959
   245	0.421777
   246	0.453812
   247	0.457817
   248	0.415551
   249	0.37466
   250	0.311509
   251	0.226862
   252	0.109316
   253	0.0237982
   254	-0.0920039
   255	-0.204425
   256	-0.3083
   257	-0.410195
   258	-0.476967
   259	-0.509847
   260	-0.530435
   261	-0.530318
   262	-0.497884
   263	-0.43921
   264	-0.358029
   265	-0.258739
   266	-0.151288
   267	-0.0530909
   268	0.0571401
   269	0.157168
   270	0.239133
   271	0.305673
   272	0.351218
   273	0.376276
   274	0.375694
   275	0.353528
   276	0.289417
   277	0.23021
   278	0.145194
   279	0.0628926
   280	-0.017888
   281	-0.098211
   282	-0.186712
   283	-0.253727
   284	-0.321693
   285	-0.359413
   286	-0.384188
   287	-0.380422
   288	-0.356604
   289	-0.305017
   290	-0.257482
   291	-0.155709
   292	-0.026329
   293	0.112226
   294	0.257846
   295	0.400576
   296	0.530862
   297	0.651612
   298	0.735612
   299	0.786189
   300	0.803564
   301	0.78543
   302	0.731698
   303	0.643812
   304	0.521535
   305	0.373177
   306	0.201315
   307	0.0112239
   308	-0.189938
   309	-0.395173
   310	-0.588175
   311	-0.764487
   312	-0.915653
   313	-1.034
   314	-1.11089
   315	-1.13965
   316	-1.12056
   317	-1.05106
   318	-0.936848
   319	-0.78015
   320	-0.601141
   321	-0.407161
   322	-0.187381
   323	-0.00747978
   324	0.138663
   325	0.27877
   326	0.408176
   327	0.48798
   328	0.53793
   329	0.548541
   330	0.507565
   331	0.463148
   332	0.425434
   333	0.349745
   334	0.230606
   335	0.140828
   336	0.0547105
   337	-0.0246229
   338	-0.094734
   339	-0.153905
   340	-0.201153
   341	-0.25655
   342	-0.310457
   343	-0.327737
   344	-0.334136
   345	-0.326919
   346	-0.31076
   347	-0.28727
   348	-0.257859
   349	-0.223375
   350	-0.183807
   351	-0.118698
   352	-0.0699853
   353	0.00186461
   354	0.0917275
   355	0.163475
   356	0.208852
   357	0.245453
   358	0.272099
   359	0.288459
   360	0.297224
   361	0.296554
   362	0.284909
   363	0.257727
   364	0.238799
   365	0.195461
