416 -0.204549
237 -1.37477
363 -0.7669
436 0.0906303
240 -0.61781
444 1.84393
507 0.888245
382 2.01768
426 0.0544734
154 -0.144026
248 -0.414162
172 1.08288
255 0.898004
211 0.321369
259 -1.06664
254 1.14336
260 0.574114
397 1.34245
628 0.520249
628 0.400861
306 0.623307
693 0.00764318
252 0.418765
400 -1.03672
423 0.846328
258 0.561329
268 0.783713
409 2.5722
356 1.05789
235 0.233526
280 0.449526
449 -0.668152
335 2.008
331 1.75212
259 -1.15439
330 2.04882
185 0.441257
271 0.655464
444 -0.40768
583 -1.74237
415 -0.257376
235 0.0323211
274 0.136236
476 -1.33026
361 -0.297242
415 0.797193
354 0.832402
235 -1.40925
525 -0.473086
150 0.779218
369 -0.813585
323 2.30683
235 1.17658
294 0.0407388
320 -0.350395
327 1.26125
