298 0.123828
222 0.00502115
253 1.15242
474 -0.570698
365 -0.47802
439 -0.469882
343 1.23352
355 -1.69242
267 0.528861
214 -0.841322
198 3.07671
249 1.70273
325 1.36194
560 -0.346186
375 0.559146
157 -0.510083
368 1.262
254 -2.15757
279 1.20774
352 -1.17466
262 0.151586
200 -1.08474
683 0.809067
251 0.308903
635 -0.406644
395 0.963512
528 0.487694
249 1.36625
258 0.581647
386 3.30985
178 -0.626517
164 0.851701
285 0.540758
225 -0.917262
283 0.970016
447 0.170886
238 -1.36692
291 1.94817
439 1.0432
287 0.310403
333 -0.700592
277 1.43037
342 1.13337
377 0.129132
642 0.502
323 -1.53704
220 0.87631
538 -0.382861
562 2.04658
256 -0.212512
320 -0.438125
356 -0.169384
444 -1.01592
431 -1.29022
498 -0.599166
424 -0.762403
277 1.22677
368 -0.745129
554 0.244367
516 2.05658
237 -0.578221
429 0.991863
