416 -0.792869
237 -2.68612
363 -0.430946
436 -0.189879
240 -0.877213
444 1.48524
507 1.42649
382 2.03461
426 -1.93402
154 -1.15291
248 -0.0596623
172 2.44002
255 0.828712
211 0.994362
259 -0.14882
254 0.860604
260 -0.185491
397 0.835164
628 1.67372
628 0.106928
306 0.361364
693 0.233204
252 -0.518297
400 -0.497732
423 0.375781
258 1.24385
268 0.801854
409 1.89788
356 0.048534
235 0.148903
280 1.12318
449 0.605707
335 1.9261
331 1.56107
259 -0.883643
330 1.84116
185 -1.55534
271 -0.30549
444 0.556586
583 -2.62353
415 -1.63076
235 -0.417909
274 0.697836
476 -2.08221
361 -0.129093
415 -0.0773351
354 0.249828
235 -1.52174
525 0.136791
150 0.181232
369 -3.04835
323 0.755882
235 1.07124
294 -0.569527
320 -1.47895
327 0.585738
