297 -2.98270911988
221 -9.88089662652
252 19.6119126521
473 -3.29114888565
364 -5.21419544328
438 -15.1782494285
342 -9.24212475681
354 -3.55581128903
266 -12.289322224
213 -15.1623614331
197 6.64223252409
248 16.4384983052
324 -6.54964046116
559 -6.00445129761
374 4.12773429274
156 -26.4570337968
367 -15.3123387239
253 12.0127994499
278 -2.17664366331
351 -1.37748067218
261 2.80258207551
199 -8.35605576062
682 -8.04868343042
250 -17.7475954422
634 -6.38333718756
394 0.634832186441
527 2.07129625998
248 11.4991497431
257 -6.74401308803
385 4.67226916449
177 13.3125752098
163 4.06064804312
284 6.0636864363
224 5.78169640786
282 -13.3250533507
446 -11.8057733346
237 -3.24073999687
290 -10.0084432486
438 -15.4693786197
286 -26.3359924956
332 -5.00019952478
276 -5.85949682678
341 -2.87535217349
376 0.994980241787
641 6.52810646025
322 -19.0553008588
219 -14.9319443942
537 12.7181609551
561 -0.928305464983
255 22.2518320256
319 -6.48148576028
355 13.7393828104
443 -18.3905660575
430 1.99899682581
497 9.680429799
423 11.7936838255
276 -15.3085655439
367 -7.00135419843
553 -1.19408349576
515 11.776094056
236 -9.65633430839
428 -1.86589745926
