297 -4.36684160199997
221 9.06821462599999
252 10.762413503
473 12.900912342
364 31.702404368
438 -12.748984878
342 -17.135344378
354 -19.686359595
266 17.119990296
213 9.97527088999999
197 -27.613431241
248 5.24177790699997
324 -28.405430867
559 20.797355925
374 -44.031111452
156 13.450389128
367 -13.3847470440001
253 -37.310418391
278 29.684211787
351 -9.05634676600005
261 -35.102159441
199 -34.039966358
682 -20.910974941
250 -5.84061172499997
634 -0.241200525000011
394 10.931100429
527 -50.302310221
248 -44.876689698
257 -1.94588665600003
385 -13.662760944
177 -18.246739963
163 -40.982037628
284 -4.28030448199996
224 -0.97583354599999
282 -45.014214235
446 -14.583917049
237 -26.934778545
290 7.543658005
438 35.851736639
286 11.79120768
332 9.42746369899999
276 -43.799351587
341 -23.204356971
376 0.0224904259999903
641 -19.1145782
322 -8.86475449800002
219 17.428880873
537 -33.752451838
561 -35.289948558
255 -20.756420436
319 -11.433535531
355 -12.607421465
443 47.448627083
430 -28.761957224
497 -17.887310952
423 1.26472500800003
276 -10.668803221
367 7.08847232699998
553 -4.35857091100002
515 12.915526374
236 26.667530695
428 -4.628387379
